date, timestamp, heart rate
2019-06-13 13:40:56 +0000, 00:01:51, 175
2019-06-13 13:40:57 +0000, 00:01:52, 169
2019-06-13 13:40:58 +0000, 00:01:53, 154
2019-06-13 13:40:59 +0000, 00:01:54, 142
2019-06-13 13:41:00 +0000, 00:01:55, 144
2019-06-13 13:41:01 +0000, 00:01:56, 168
2019-06-13 13:41:02 +0000, 00:01:57, 199
2019-06-13 13:41:03 +0000, 00:01:58, 207
2019-06-13 13:41:04 +0000, 00:01:59, 208
2019-06-13 13:41:05 +0000, 00:02:00, 202
2019-06-13 13:41:06 +0000, 00:02:01, 192
2019-06-13 13:41:07 +0000, 00:02:02, 190
2019-06-13 13:41:08 +0000, 00:02:03, 189
2019-06-13 13:41:09 +0000, 00:02:04, 187
2019-06-13 13:41:10 +0000, 00:02:05, 186
2019-06-13 13:41:11 +0000, 00:02:06, 166
2019-06-13 13:41:12 +0000, 00:02:07, 162
2019-06-13 13:41:13 +0000, 00:02:08, 162
2019-06-13 13:41:14 +0000, 00:02:09, 161
2019-06-13 13:41:15 +0000, 00:02:10, 159
2019-06-13 13:41:16 +0000, 00:02:11, 152
2019-06-13 13:41:17 +0000, 00:02:12, 148
2019-06-13 13:41:18 +0000, 00:02:13, 145
2019-06-13 13:41:19 +0000, 00:02:14, 149
2019-06-13 13:41:20 +0000, 00:02:15, 153
2019-06-13 13:41:21 +0000, 00:02:16, 155
2019-06-13 13:41:22 +0000, 00:02:17, 152
2019-06-13 13:41:23 +0000, 00:02:18, 154
2019-06-13 13:41:24 +0000, 00:02:19, 169
2019-06-13 13:41:25 +0000, 00:02:20, 180
2019-06-13 13:41:26 +0000, 00:02:22, 182
2019-06-13 13:41:27 +0000, 00:02:22, 186
2019-06-13 13:41:28 +0000, 00:02:23, 191
2019-06-13 13:41:29 +0000, 00:02:24, 193
2019-06-13 13:41:30 +0000, 00:02:25, 193
2019-06-13 13:41:31 +0000, 00:02:26, 191
2019-06-13 13:41:32 +0000, 00:02:27, 175
2019-06-13 13:41:33 +0000, 00:02:28, 142
2019-06-13 13:41:34 +0000, 00:02:29, 141
2019-06-13 13:41:35 +0000, 00:02:30, 140
2019-06-13 13:41:36 +0000, 00:02:31, 138
2019-06-13 13:41:37 +0000, 00:02:32, 138
2019-06-13 13:41:38 +0000, 00:02:33, 138
2019-06-13 13:41:39 +0000, 00:02:34, 137
2019-06-13 13:41:40 +0000, 00:02:35, 137
2019-06-13 13:41:41 +0000, 00:02:36, 135
2019-06-13 13:41:42 +0000, 00:02:37, 134
