date, rr, since start
2019-06-13 13:40:33 +0000, 310, 83657
2019-06-13 13:40:33 +0000, 305, 83962
2019-06-13 13:40:33 +0000, 300, 84262
2019-06-13 13:40:34 +0000, 293, 84555
2019-06-13 13:40:34 +0000, 293, 84848
2019-06-13 13:40:34 +0000, 293, 85141
2019-06-13 13:40:34 +0000, 285, 85426
2019-06-13 13:40:35 +0000, 290, 85716
2019-06-13 13:40:35 +0000, 285, 86001
2019-06-13 13:40:35 +0000, 285, 86286
2019-06-13 13:40:36 +0000, 292, 86578
2019-06-13 13:40:36 +0000, 333, 86911
2019-06-13 13:40:36 +0000, 332, 87243
2019-06-13 13:40:37 +0000, 317, 87560
2019-06-13 13:40:37 +0000, 307, 87867
2019-06-13 13:40:37 +0000, 310, 88177
2019-06-13 13:40:38 +0000, 305, 88482
2019-06-13 13:40:38 +0000, 311, 88793
2019-06-13 13:40:38 +0000, 355, 89148
2019-06-13 13:40:39 +0000, 337, 89485
2019-06-13 13:40:39 +0000, 344, 89829
2019-06-13 13:40:39 +0000, 343, 90172
2019-06-13 13:40:40 +0000, 362, 90534
2019-06-13 13:40:40 +0000, 354, 90888
2019-06-13 13:40:40 +0000, 370, 91258
2019-06-13 13:40:41 +0000, 375, 91633
2019-06-13 13:40:41 +0000, 370, 92003
2019-06-13 13:40:41 +0000, 368, 92371
2019-06-13 13:40:42 +0000, 356, 92727
2019-06-13 13:40:42 +0000, 348, 93075
2019-06-13 13:40:42 +0000, 343, 93418
2019-06-13 13:40:43 +0000, 338, 93756
2019-06-13 13:40:43 +0000, 338, 94094
2019-06-13 13:40:43 +0000, 317, 94411
2019-06-13 13:40:44 +0000, 317, 94728
2019-06-13 13:40:44 +0000, 306, 95034
2019-06-13 13:40:44 +0000, 300, 95334
2019-06-13 13:40:45 +0000, 293, 95627
2019-06-13 13:40:45 +0000, 287, 95914
2019-06-13 13:40:45 +0000, 285, 96199
2019-06-13 13:40:45 +0000, 282, 96481
2019-06-13 13:40:46 +0000, 282, 96763
2019-06-13 13:40:46 +0000, 278, 97041
2019-06-13 13:40:46 +0000, 274, 97315
2019-06-13 13:40:48 +0000, 272, 97587
2019-06-13 13:40:48 +0000, 267, 97854
2019-06-13 13:40:48 +0000, 269, 98123
2019-06-13 13:40:48 +0000, 270, 98393
2019-06-13 13:40:48 +0000, 267, 98660
2019-06-13 13:40:48 +0000, 271, 98931
2019-06-13 13:40:48 +0000, 272, 99203
2019-06-13 13:40:48 +0000, 276, 99479
2019-06-13 13:40:50 +0000, 272, 99751
2019-06-13 13:40:50 +0000, 275, 100026
2019-06-13 13:40:50 +0000, 290, 100316
2019-06-13 13:40:50 +0000, 297, 100613
2019-06-13 13:40:50 +0000, 315, 100928
2019-06-13 13:40:50 +0000, 342, 101270
2019-06-13 13:40:51 +0000, 360, 101630
2019-06-13 13:40:51 +0000, 383, 102013
2019-06-13 13:40:52 +0000, 382, 102395
2019-06-13 13:40:52 +0000, 385, 102780
2019-06-13 13:40:52 +0000, 390, 103170
2019-06-13 13:40:53 +0000, 375, 103545
2019-06-13 13:40:53 +0000, 362, 103907
2019-06-13 13:40:53 +0000, 352, 104259
2019-06-13 13:40:54 +0000, 333, 104592
2019-06-13 13:40:54 +0000, 316, 104908
2019-06-13 13:40:54 +0000, 323, 105231
2019-06-13 13:40:55 +0000, 369, 105600
2019-06-13 13:40:55 +0000, 370, 105970
2019-06-13 13:40:56 +0000, 374, 106344
2019-06-13 13:40:56 +0000, 387, 106731
2019-06-13 13:40:56 +0000, 396, 107127
2019-06-13 13:40:57 +0000, 403, 107530
2019-06-13 13:40:57 +0000, 405, 107935
2019-06-13 13:40:58 +0000, 420, 108355
2019-06-13 13:40:58 +0000, 458, 108813
2019-06-13 13:40:59 +0000, 461, 109274
2019-06-13 13:40:59 +0000, 440, 109714
2019-06-13 13:40:59 +0000, 423, 110137
2019-06-13 13:41:00 +0000, 405, 110542
2019-06-13 13:41:00 +0000, 389, 110931
2019-06-13 13:41:00 +0000, 366, 111297
2019-06-13 13:41:01 +0000, 339, 111636
2019-06-13 13:41:01 +0000, 320, 111956
2019-06-13 13:41:01 +0000, 303, 112259
2019-06-13 13:41:02 +0000, 297, 112556
2019-06-13 13:41:02 +0000, 290, 112846
2019-06-13 13:41:02 +0000, 284, 113130
2019-06-13 13:41:02 +0000, 277, 113407
2019-06-13 13:41:03 +0000, 278, 113685
2019-06-13 13:41:03 +0000, 277, 113962
2019-06-13 13:41:03 +0000, 274, 114236
2019-06-13 13:41:04 +0000, 283, 114519
2019-06-13 13:41:04 +0000, 291, 114810
2019-06-13 13:41:04 +0000, 301, 115111
2019-06-13 13:41:04 +0000, 298, 115409
2019-06-13 13:41:05 +0000, 303, 115712
2019-06-13 13:41:05 +0000, 326, 116038
2019-06-13 13:41:05 +0000, 321, 116359
2019-06-13 13:41:06 +0000, 318, 116677
2019-06-13 13:41:06 +0000, 333, 117010
2019-06-13 13:41:06 +0000, 320, 117330
2019-06-13 13:41:07 +0000, 320, 117650
2019-06-13 13:41:07 +0000, 316, 117966
2019-06-13 13:41:07 +0000, 321, 118287
2019-06-13 13:41:08 +0000, 332, 118619
2019-06-13 13:41:08 +0000, 367, 118986
2019-06-13 13:41:09 +0000, 380, 119366
2019-06-13 13:41:09 +0000, 374, 119740
2019-06-13 13:41:09 +0000, 396, 120136
2019-06-13 13:41:10 +0000, 400, 120536
2019-06-13 13:41:10 +0000, 388, 120924
2019-06-13 13:41:11 +0000, 381, 121305
2019-06-13 13:41:11 +0000, 389, 121694
2019-06-13 13:41:11 +0000, 382, 122076
2019-06-13 13:41:12 +0000, 376, 122452
2019-06-13 13:41:12 +0000, 376, 122828
2019-06-13 13:41:12 +0000, 365, 123193
2019-06-13 13:41:13 +0000, 361, 123554
2019-06-13 13:41:13 +0000, 402, 123956
2019-06-13 13:41:14 +0000, 408, 124364
2019-06-13 13:41:14 +0000, 430, 124794
2019-06-13 13:41:15 +0000, 431, 125225
2019-06-13 13:41:15 +0000, 423, 125648
2019-06-13 13:41:15 +0000, 426, 126074
2019-06-13 13:41:16 +0000, 424, 126498
2019-06-13 13:41:16 +0000, 469, 126967
2019-06-13 13:41:17 +0000, 534, 127501
2019-06-13 13:41:17 +0000, 444, 127945
2019-06-13 13:41:18 +0000, 427, 128372
2019-06-13 13:41:18 +0000, 416, 128788
2019-06-13 13:41:18 +0000, 393, 129181
2019-06-13 13:41:19 +0000, 384, 129565
2019-06-13 13:41:19 +0000, 381, 129946
2019-06-13 13:41:19 +0000, 378, 130324
2019-06-13 13:41:20 +0000, 370, 130694
2019-06-13 13:41:20 +0000, 376, 131070
2019-06-13 13:41:21 +0000, 390, 131460
2019-06-13 13:41:21 +0000, 405, 131865
2019-06-13 13:41:22 +0000, 399, 132264
2019-06-13 13:41:22 +0000, 402, 132666
2019-06-13 13:41:22 +0000, 388, 133054
2019-06-13 13:41:23 +0000, 382, 133436
2019-06-13 13:41:23 +0000, 370, 133806
2019-06-13 13:41:23 +0000, 356, 134162
2019-06-13 13:41:24 +0000, 342, 134504
2019-06-13 13:41:24 +0000, 330, 134834
2019-06-13 13:41:24 +0000, 319, 135153
2019-06-13 13:41:25 +0000, 321, 135474
2019-06-13 13:41:25 +0000, 311, 135785
2019-06-13 13:41:25 +0000, 321, 136106
2019-06-13 13:41:26 +0000, 331, 136437
2019-06-13 13:41:26 +0000, 337, 136774
2019-06-13 13:41:26 +0000, 317, 137091
2019-06-13 13:41:27 +0000, 320, 137411
2019-06-13 13:41:27 +0000, 315, 137726
2019-06-13 13:41:27 +0000, 315, 138041
2019-06-13 13:41:27 +0000, 305, 138346
2019-06-13 13:41:28 +0000, 301, 138647
2019-06-13 13:41:28 +0000, 303, 138950
2019-06-13 13:41:28 +0000, 308, 139258
2019-06-13 13:41:29 +0000, 323, 139581
2019-06-13 13:41:29 +0000, 375, 139956
2019-06-13 13:41:30 +0000, 396, 140352
2019-06-13 13:41:30 +0000, 427, 140779
2019-06-13 13:41:31 +0000, 448, 141227
2019-06-13 13:41:31 +0000, 475, 141702
2019-06-13 13:41:32 +0000, 500, 142202
2019-06-13 13:41:32 +0000, 488, 142690
2019-06-13 13:41:33 +0000, 468, 143158
2019-06-13 13:41:33 +0000, 481, 143639
2019-06-13 13:41:34 +0000, 537, 144176
2019-06-13 13:41:34 +0000, 542, 144718
2019-06-13 13:41:35 +0000, 590, 145308
2019-06-13 13:41:35 +0000, 546, 145854
2019-06-13 13:41:36 +0000, 644, 146498
2019-06-13 13:41:36 +0000, 451, 146949
2019-06-13 13:41:37 +0000, 438, 147387
2019-06-13 13:41:38 +0000, 469, 147856
2019-06-13 13:41:38 +0000, 692, 148548
2019-06-13 13:41:39 +0000, 788, 149336
2019-06-13 13:41:40 +0000, 670, 150006
2019-06-13 13:41:41 +0000, 656, 150662
2019-06-13 13:41:41 +0000, 735, 151397
2019-06-13 13:41:42 +0000, 665, 152062
2019-06-13 13:41:43 +0000, 663, 152725
2019-06-13 13:41:43 +0000, 793, 153518
2019-06-13 13:41:44 +0000, 676, 154194
2019-06-13 13:41:45 +0000, 734, 154928
2019-06-13 13:41:45 +0000, 750, 155678
2019-06-13 13:41:46 +0000, 668, 156346
2019-06-13 13:41:46 +0000, 583, 156929
2019-06-13 13:41:47 +0000, 515, 157444
2019-06-13 13:41:48 +0000, 523, 157967
2019-06-13 13:41:48 +0000, 515, 158482
2019-06-13 13:41:48 +0000, 526, 159008
2019-06-13 13:41:49 +0000, 494, 159502
2019-06-13 13:41:49 +0000, 449, 159951
2019-06-13 13:41:50 +0000, 464, 160415
2019-06-13 13:41:51 +0000, 569, 160984
2019-06-13 13:41:52 +0000, 648, 161632
2019-06-13 13:41:52 +0000, 722, 162354
2019-06-13 13:41:53 +0000, 766, 163120
2019-06-13 13:41:54 +0000, 808, 163928
2019-06-13 13:41:54 +0000, 831, 164759
2019-06-13 13:41:55 +0000, 616, 165375
2019-06-13 13:41:56 +0000, 575, 165950
2019-06-13 13:41:56 +0000, 557, 166507
2019-06-13 13:41:57 +0000, 603, 167110
2019-06-13 13:41:57 +0000, 610, 167720
2019-06-13 13:41:58 +0000, 587, 168307
2019-06-13 13:41:58 +0000, 503, 168810
2019-06-13 13:41:59 +0000, 503, 169313
2019-06-13 13:41:59 +0000, 487, 169800
2019-06-13 13:42:00 +0000, 480, 170280
2019-06-13 13:42:00 +0000, 481, 170761
2019-06-13 13:42:01 +0000, 466, 171227
2019-06-13 13:42:01 +0000, 461, 171688
2019-06-13 13:42:02 +0000, 451, 172139
2019-06-13 13:42:02 +0000, 458, 172597
2019-06-13 13:42:03 +0000, 481, 173078
2019-06-13 13:42:03 +0000, 485, 173563
2019-06-13 13:42:04 +0000, 491, 174054
2019-06-13 13:42:04 +0000, 505, 174559
2019-06-13 13:42:05 +0000, 538, 175097
2019-06-13 13:42:05 +0000, 565, 175662
2019-06-13 13:42:06 +0000, 611, 176273
2019-06-13 13:42:07 +0000, 669, 176942
2019-06-13 13:42:07 +0000, 634, 177576
2019-06-13 13:42:08 +0000, 643, 178219
2019-06-13 13:42:09 +0000, 625, 178844
2019-06-13 13:42:09 +0000, 615, 179459
2019-06-13 13:42:10 +0000, 635, 180094
2019-06-13 13:42:11 +0000, 675, 180769
2019-06-13 13:42:11 +0000, 674, 181443
2019-06-13 13:42:12 +0000, 676, 182119
2019-06-13 13:42:13 +0000, 649, 182768
2019-06-13 13:42:13 +0000, 632, 183400
2019-06-13 13:42:14 +0000, 627, 184027
2019-06-13 13:42:14 +0000, 631, 184658
2019-06-13 13:42:15 +0000, 628, 185286
2019-06-13 13:42:16 +0000, 703, 185989
2019-06-13 13:42:16 +0000, 626, 186615
2019-06-13 13:42:17 +0000, 636, 187251
2019-06-13 13:42:18 +0000, 669, 187920
2019-06-13 13:42:18 +0000, 634, 188554
2019-06-13 13:42:19 +0000, 625, 189179
2019-06-13 13:42:20 +0000, 625, 189804
2019-06-13 13:42:20 +0000, 629, 190433
2019-06-13 13:42:21 +0000, 603, 191036
2019-06-13 13:42:21 +0000, 585, 191621
2019-06-13 13:42:22 +0000, 515, 192136
2019-06-13 13:42:22 +0000, 477, 192613
2019-06-13 13:42:23 +0000, 580, 193193
2019-06-13 13:42:24 +0000, 595, 193788
2019-06-13 13:42:24 +0000, 607, 194395
2019-06-13 13:42:25 +0000, 611, 195006
2019-06-13 13:42:25 +0000, 623, 195629
2019-06-13 13:42:26 +0000, 609, 196238
2019-06-13 13:42:27 +0000, 593, 196831
2019-06-13 13:42:27 +0000, 649, 197480
2019-06-13 13:42:28 +0000, 647, 198127
2019-06-13 13:42:29 +0000, 652, 198779
2019-06-13 13:42:29 +0000, 695, 199474
2019-06-13 13:42:30 +0000, 641, 200115
2019-06-13 13:42:31 +0000, 633, 200748
2019-06-13 13:42:31 +0000, 660, 201408
2019-06-13 13:42:33 +0000, 669, 202077
2019-06-13 13:42:33 +0000, 596, 202673
2019-06-13 13:42:33 +0000, 574, 203247
2019-06-13 13:42:34 +0000, 591, 203838
2019-06-13 13:42:34 +0000, 620, 204458
2019-06-13 13:42:35 +0000, 653, 205111
2019-06-13 13:42:35 +0000, 549, 205660
2019-06-13 13:42:36 +0000, 541, 206201
2019-06-13 13:42:36 +0000, 489, 206690
2019-06-13 13:42:37 +0000, 468, 207158
2019-06-13 13:42:37 +0000, 460, 207618
2019-06-13 13:42:38 +0000, 449, 208067
2019-06-13 13:42:38 +0000, 481, 208548
2019-06-13 13:42:39 +0000, 483, 209031
2019-06-13 13:42:39 +0000, 493, 209524
2019-06-13 13:42:41 +0000, 487, 210011
2019-06-13 13:42:41 +0000, 493, 210504
2019-06-13 13:42:41 +0000, 502, 211006
2019-06-13 13:42:41 +0000, 525, 211531
2019-06-13 13:42:42 +0000, 536, 212067
2019-06-13 13:42:42 +0000, 628, 212695
2019-06-13 13:42:43 +0000, 647, 213342
2019-06-13 13:42:44 +0000, 652, 213994
2019-06-13 13:42:45 +0000, 706, 214700
2019-06-13 13:42:45 +0000, 712, 215412
2019-06-13 13:42:46 +0000, 640, 216052
2019-06-13 13:42:47 +0000, 637, 216689
2019-06-13 13:42:47 +0000, 653, 217342
2019-06-13 13:42:48 +0000, 692, 218034
2019-06-13 13:42:49 +0000, 697, 218731
2019-06-13 13:42:50 +0000, 742, 219473
2019-06-13 13:42:50 +0000, 671, 220144
2019-06-13 13:42:51 +0000, 815, 220959
2019-06-13 13:42:51 +0000, 641, 221600
2019-06-13 13:42:52 +0000, 592, 222192
2019-06-13 13:42:53 +0000, 698, 222890
2019-06-13 13:42:53 +0000, 654, 223544
2019-06-13 13:42:54 +0000, 704, 224248
2019-06-13 13:42:55 +0000, 645, 224893
2019-06-13 13:42:55 +0000, 729, 225622
2019-06-13 13:42:56 +0000, 716, 226338
2019-06-13 13:42:57 +0000, 585, 226923
2019-06-13 13:42:57 +0000, 571, 227494
2019-06-13 13:42:58 +0000, 593, 228087
2019-06-13 13:42:59 +0000, 634, 228721
2019-06-13 13:42:59 +0000, 644, 229365
2019-06-13 13:43:00 +0000, 644, 230009
2019-06-13 13:43:01 +0000, 801, 230810
2019-06-13 13:43:01 +0000, 595, 231405
2019-06-13 13:43:02 +0000, 586, 231991
2019-06-13 13:43:02 +0000, 567, 232558
2019-06-13 13:43:03 +0000, 569, 233127
2019-06-13 13:43:03 +0000, 567, 233694
2019-06-13 13:43:04 +0000, 618, 234312
2019-06-13 13:43:05 +0000, 639, 234951
2019-06-13 13:43:05 +0000, 583, 235534
2019-06-13 13:43:06 +0000, 519, 236053
2019-06-13 13:43:06 +0000, 536, 236589
2019-06-13 13:43:07 +0000, 533, 237122
2019-06-13 13:43:07 +0000, 537, 237659
2019-06-13 13:43:08 +0000, 519, 238178
2019-06-13 13:43:08 +0000, 543, 238721
2019-06-13 13:43:09 +0000, 551, 239272
2019-06-13 13:43:09 +0000, 611, 239883
2019-06-13 13:43:10 +0000, 555, 240438
2019-06-13 13:43:11 +0000, 519, 240957
2019-06-13 13:43:11 +0000, 536, 241493
2019-06-13 13:43:12 +0000, 529, 242022
2019-06-13 13:43:12 +0000, 521, 242543
2019-06-13 13:43:13 +0000, 504, 243047
2019-06-13 13:43:13 +0000, 502, 243549
2019-06-13 13:43:14 +0000, 505, 244054
2019-06-13 13:43:14 +0000, 490, 244544
2019-06-13 13:43:15 +0000, 506, 245050
2019-06-13 13:43:15 +0000, 519, 245569
2019-06-13 13:43:16 +0000, 757, 246326
2019-06-13 13:43:17 +0000, 571, 246897
2019-06-13 13:43:18 +0000, 816, 247713
2019-06-13 13:43:18 +0000, 623, 248336
2019-06-13 13:43:19 +0000, 791, 249127
2019-06-13 13:43:20 +0000, 589, 249716
2019-06-13 13:43:20 +0000, 875, 250591
2019-06-13 13:43:21 +0000, 616, 251207
2019-06-13 13:43:23 +0000, 611, 251818
2019-06-13 13:43:23 +0000, 643, 252461
2019-06-13 13:43:24 +0000, 624, 253085
2019-06-13 13:43:24 +0000, 786, 253871
2019-06-13 13:43:24 +0000, 631, 254502
2019-06-13 13:43:25 +0000, 552, 255054
2019-06-13 13:43:26 +0000, 730, 255784
2019-06-13 13:43:26 +0000, 639, 256423
2019-06-13 13:43:27 +0000, 712, 257135
2019-06-13 13:43:28 +0000, 796, 257931
2019-06-13 13:43:28 +0000, 616, 258547
2019-06-13 13:43:29 +0000, 582, 259129
2019-06-13 13:43:29 +0000, 574, 259703
2019-06-13 13:43:30 +0000, 572, 260275
2019-06-13 13:43:30 +0000, 540, 260815
2019-06-13 13:43:31 +0000, 509, 261324
2019-06-13 13:43:31 +0000, 485, 261809
2019-06-13 13:43:32 +0000, 537, 262346
2019-06-13 13:43:33 +0000, 539, 262885
2019-06-13 13:43:33 +0000, 528, 263413
2019-06-13 13:43:34 +0000, 583, 263996
2019-06-13 13:43:34 +0000, 579, 264575
2019-06-13 13:43:35 +0000, 532, 265107
2019-06-13 13:43:35 +0000, 478, 265585
2019-06-13 13:43:35 +0000, 462, 266047
2019-06-13 13:43:36 +0000, 439, 266486
2019-06-13 13:43:36 +0000, 418, 266904
2019-06-13 13:43:37 +0000, 400, 267304
2019-06-13 13:43:37 +0000, 383, 267687
2019-06-13 13:43:37 +0000, 374, 268061
2019-06-13 13:43:38 +0000, 356, 268417
2019-06-13 13:43:38 +0000, 344, 268761
2019-06-13 13:43:38 +0000, 333, 269094
2019-06-13 13:43:39 +0000, 318, 269412
2019-06-13 13:43:39 +0000, 313, 269725
2019-06-13 13:43:39 +0000, 305, 270030
2019-06-13 13:43:39 +0000, 298, 270328
2019-06-13 13:43:40 +0000, 291, 270619
2019-06-13 13:43:40 +0000, 286, 270905
2019-06-13 13:43:40 +0000, 284, 271189
2019-06-13 13:43:41 +0000, 288, 271477
2019-06-13 13:43:41 +0000, 283, 271760
2019-06-13 13:43:41 +0000, 276, 272036
2019-06-13 13:43:41 +0000, 282, 272318
2019-06-13 13:43:42 +0000, 281, 272599
2019-06-13 13:43:42 +0000, 281, 272880
2019-06-13 13:43:42 +0000, 295, 273175
2019-06-13 13:43:43 +0000, 299, 273474
2019-06-13 13:43:43 +0000, 305, 273779
2019-06-13 13:43:43 +0000, 304, 274083
2019-06-13 13:43:44 +0000, 323, 274406
2019-06-13 13:43:44 +0000, 321, 274727
2019-06-13 13:43:44 +0000, 347, 275074
2019-06-13 13:43:45 +0000, 355, 275429
2019-06-13 13:43:45 +0000, 368, 275797
2019-06-13 13:43:46 +0000, 375, 276172
2019-06-13 13:43:46 +0000, 408, 276580
2019-06-13 13:43:46 +0000, 407, 276987
2019-06-13 13:43:47 +0000, 413, 277400
2019-06-13 13:43:47 +0000, 431, 277831
2019-06-13 13:43:48 +0000, 416, 278247
2019-06-13 13:43:48 +0000, 394, 278641
2019-06-13 13:43:48 +0000, 397, 279038
2019-06-13 13:43:49 +0000, 371, 279409
2019-06-13 13:43:49 +0000, 372, 279781
2019-06-13 13:43:50 +0000, 397, 280178
2019-06-13 13:43:50 +0000, 498, 280676
2019-06-13 13:43:51 +0000, 456, 281132
2019-06-13 13:43:51 +0000, 586, 281718
2019-06-13 13:43:52 +0000, 577, 282295
2019-06-13 13:43:52 +0000, 487, 282782
2019-06-13 13:43:53 +0000, 553, 283335
2019-06-13 13:43:53 +0000, 448, 283783
2019-06-13 13:43:55 +0000, 664, 284447
2019-06-13 13:43:55 +0000, 484, 284931
2019-06-13 13:43:55 +0000, 561, 285492
2019-06-13 13:43:56 +0000, 463, 285955
2019-06-13 13:43:56 +0000, 752, 286707
2019-06-13 13:43:57 +0000, 548, 287255
2019-06-13 13:43:57 +0000, 470, 287725
2019-06-13 13:43:58 +0000, 540, 288265
2019-06-13 13:43:58 +0000, 475, 288740
2019-06-13 13:43:59 +0000, 517, 289257
2019-06-13 13:44:00 +0000, 458, 289715
2019-06-13 13:44:00 +0000, 653, 290368
2019-06-13 13:44:02 +0000, 607, 290975
2019-06-13 13:44:02 +0000, 514, 291489
2019-06-13 13:44:02 +0000, 604, 292093
2019-06-13 13:44:02 +0000, 511, 292604
2019-06-13 13:44:03 +0000, 475, 293079
2019-06-13 13:44:03 +0000, 490, 293569
2019-06-13 13:44:04 +0000, 458, 294027
2019-06-13 13:44:04 +0000, 492, 294519
2019-06-13 13:44:04 +0000, 448, 294967
2019-06-13 13:44:05 +0000, 479, 295446
2019-06-13 13:44:05 +0000, 452, 295898
2019-06-13 13:44:06 +0000, 461, 296359
2019-06-13 13:44:06 +0000, 520, 296879
2019-06-13 13:44:07 +0000, 477, 297356
2019-06-13 13:44:07 +0000, 503, 297859
2019-06-13 13:44:08 +0000, 482, 298341
2019-06-13 13:44:08 +0000, 475, 298816
2019-06-13 13:44:09 +0000, 483, 299299
2019-06-13 13:44:09 +0000, 480, 299779
2019-06-13 13:44:10 +0000, 463, 300242
2019-06-13 13:44:10 +0000, 455, 300697
2019-06-13 13:44:11 +0000, 456, 301153
2019-06-13 13:44:11 +0000, 488, 301641
2019-06-13 13:44:12 +0000, 501, 302142
2019-06-13 13:44:12 +0000, 637, 302779
2019-06-13 13:44:13 +0000, 540, 303319
2019-06-13 13:44:14 +0000, 543, 303862
2019-06-13 13:44:14 +0000, 568, 304430
2019-06-13 13:44:15 +0000, 558, 304988
2019-06-13 13:44:15 +0000, 542, 305530
2019-06-13 13:44:16 +0000, 502, 306032
2019-06-13 13:44:16 +0000, 481, 306513
2019-06-13 13:44:17 +0000, 470, 306983
2019-06-13 13:44:17 +0000, 474, 307457
2019-06-13 13:44:17 +0000, 485, 307942
2019-06-13 13:44:18 +0000, 481, 308423
2019-06-13 13:44:18 +0000, 448, 308871
2019-06-13 13:44:19 +0000, 426, 309297
2019-06-13 13:44:19 +0000, 399, 309696
2019-06-13 13:44:19 +0000, 376, 310072
2019-06-13 13:44:20 +0000, 358, 310430
2019-06-13 13:44:20 +0000, 344, 310774
2019-06-13 13:44:20 +0000, 334, 311108
2019-06-13 13:44:21 +0000, 325, 311433
2019-06-13 13:44:21 +0000, 324, 311757
2019-06-13 13:44:21 +0000, 320, 312077
2019-06-13 13:44:22 +0000, 314, 312391
2019-06-13 13:44:22 +0000, 311, 312702
2019-06-13 13:44:22 +0000, 311, 313013
2019-06-13 13:44:23 +0000, 307, 313320
2019-06-13 13:44:23 +0000, 303, 313623
2019-06-13 13:44:23 +0000, 312, 313935
2019-06-13 13:44:23 +0000, 304, 314239
2019-06-13 13:44:24 +0000, 300, 314539
2019-06-13 13:44:24 +0000, 302, 314841
2019-06-13 13:44:24 +0000, 295, 315136
2019-06-13 13:44:25 +0000, 299, 315435
2019-06-13 13:44:25 +0000, 304, 315739
2019-06-13 13:44:25 +0000, 298, 316037
2019-06-13 13:44:26 +0000, 300, 316337
2019-06-13 13:44:26 +0000, 303, 316640
2019-06-13 13:44:26 +0000, 302, 316942
2019-06-13 13:44:26 +0000, 302, 317244
2019-06-13 13:44:27 +0000, 308, 317552
2019-06-13 13:44:27 +0000, 305, 317857
2019-06-13 13:44:27 +0000, 306, 318163
2019-06-13 13:44:28 +0000, 310, 318473
2019-06-13 13:44:28 +0000, 313, 318786
2019-06-13 13:44:28 +0000, 322, 319108
2019-06-13 13:44:29 +0000, 333, 319441
2019-06-13 13:44:29 +0000, 342, 319783
2019-06-13 13:44:30 +0000, 376, 320159
2019-06-13 13:44:30 +0000, 399, 320558
2019-06-13 13:44:30 +0000, 387, 320945
2019-06-13 13:44:31 +0000, 402, 321347
2019-06-13 13:44:31 +0000, 417, 321764
2019-06-13 13:44:32 +0000, 429, 322193
2019-06-13 13:44:32 +0000, 455, 322648
2019-06-13 13:44:33 +0000, 416, 323064
2019-06-13 13:44:33 +0000, 411, 323475
2019-06-13 13:44:33 +0000, 414, 323889
2019-06-13 13:44:34 +0000, 409, 324298
2019-06-13 13:44:34 +0000, 404, 324702
2019-06-13 13:44:34 +0000, 391, 325093
2019-06-13 13:44:35 +0000, 375, 325468
2019-06-13 13:44:35 +0000, 363, 325831
2019-06-13 13:44:36 +0000, 370, 326201
2019-06-13 13:44:36 +0000, 374, 326575
2019-06-13 13:44:36 +0000, 405, 326980
2019-06-13 13:44:37 +0000, 412, 327392
2019-06-13 13:44:37 +0000, 440, 327832
2019-06-13 13:44:38 +0000, 431, 328263
2019-06-13 13:44:38 +0000, 454, 328717
2019-06-13 13:44:39 +0000, 437, 329154
2019-06-13 13:44:39 +0000, 433, 329587
2019-06-13 13:44:39 +0000, 418, 330005
2019-06-13 13:44:40 +0000, 411, 330416
2019-06-13 13:44:40 +0000, 406, 330822
2019-06-13 13:44:42 +0000, 397, 331219
2019-06-13 13:44:42 +0000, 396, 331615
2019-06-13 13:44:42 +0000, 394, 332009
2019-06-13 13:44:43 +0000, 387, 332396
2019-06-13 13:44:43 +0000, 384, 332780
2019-06-13 13:44:44 +0000, 380, 333160
2019-06-13 13:44:44 +0000, 375, 333535
2019-06-13 13:44:44 +0000, 375, 333910
2019-06-13 13:44:44 +0000, 394, 334304
2019-06-13 13:44:44 +0000, 390, 334694
2019-06-13 13:44:44 +0000, 390, 335084
2019-06-13 13:44:45 +0000, 385, 335469
2019-06-13 13:44:45 +0000, 373, 335842
2019-06-13 13:44:46 +0000, 365, 336207
2019-06-13 13:44:46 +0000, 364, 336571
2019-06-13 13:44:46 +0000, 351, 336922
2019-06-13 13:44:47 +0000, 345, 337267
2019-06-13 13:44:47 +0000, 341, 337608
2019-06-13 13:44:47 +0000, 345, 337953
2019-06-13 13:44:48 +0000, 363, 338316
2019-06-13 13:44:48 +0000, 356, 338672
2019-06-13 13:44:48 +0000, 370, 339042
2019-06-13 13:44:50 +0000, 373, 339415
2019-06-13 13:44:50 +0000, 369, 339784
2019-06-13 13:44:50 +0000, 377, 340161
2019-06-13 13:44:50 +0000, 381, 340542
2019-06-13 13:44:50 +0000, 375, 340917
2019-06-13 13:44:51 +0000, 382, 341299
2019-06-13 13:44:51 +0000, 398, 341697
2019-06-13 13:44:52 +0000, 405, 342102
2019-06-13 13:44:52 +0000, 416, 342518
2019-06-13 13:44:53 +0000, 428, 342946
2019-06-13 13:44:53 +0000, 442, 343388
2019-06-13 13:44:53 +0000, 458, 343846
2019-06-13 13:44:54 +0000, 499, 344345
2019-06-13 13:44:54 +0000, 469, 344814
2019-06-13 13:44:55 +0000, 447, 345261
2019-06-13 13:44:55 +0000, 418, 345679
2019-06-13 13:44:56 +0000, 396, 346075
2019-06-13 13:44:56 +0000, 386, 346461
2019-06-13 13:44:56 +0000, 384, 346845
2019-06-13 13:44:57 +0000, 377, 347222
2019-06-13 13:44:57 +0000, 377, 347599
2019-06-13 13:44:57 +0000, 382, 347981
2019-06-13 13:44:58 +0000, 381, 348362
2019-06-13 13:44:58 +0000, 390, 348752
2019-06-13 13:44:59 +0000, 387, 349139
2019-06-13 13:44:59 +0000, 377, 349516
