Timestamp,rr_raw,rr_avec
2019-06-13 13:49:31.800,621.0,621.0
2019-06-13 13:49:32.808,884.0,
2019-06-13 13:49:34.264,871.0,
2019-06-13 13:49:35.048,869.0,
2019-06-13 13:49:35.776,733.0,733.0
2019-06-13 13:49:36.784,983.0,
2019-06-13 13:49:38.520,971.0,
2019-06-13 13:49:39.024,658.0,658.0
2019-06-13 13:49:41.544,902.0,
2019-06-13 13:49:43.280,569.0,569.0
2019-06-13 13:49:44.792,675.0,675.0
2019-06-13 13:49:45.296,607.0,607.0
2019-06-13 13:49:45.800,558.0,558.0
2019-06-13 13:49:46.528,577.0,577.0
2019-06-13 13:49:48.264,613.0,613.0
2019-06-13 13:49:48.768,600.0,600.0
2019-06-13 13:49:49.552,662.0,662.0
2019-06-13 13:49:51.288,489.0,489.0
2019-06-13 13:49:57.056,292.0,
2019-06-13 13:49:57.280,289.0,
2019-06-13 13:50:00.808,266.0,
2019-06-13 13:50:01.032,265.0,
2019-06-13 13:50:01.312,264.0,
2019-06-13 13:50:01.536,263.0,
2019-06-13 13:50:01.760,261.0,
2019-06-13 13:50:02.040,262.0,
2019-06-13 13:50:02.264,262.0,
2019-06-13 13:50:02.544,266.0,
2019-06-13 13:50:13.016,562.0,562.0
2019-06-13 13:50:14.304,599.0,599.0
2019-06-13 13:50:16.040,566.0,566.0
2019-06-13 13:50:16.544,660.0,660.0
2019-06-13 13:50:17.272,783.0,783.0
2019-06-13 13:50:18.056,668.0,668.0
2019-06-13 13:50:19.064,903.0,
2019-06-13 13:50:20.520,968.0,
2019-06-13 13:50:21.304,754.0,754.0
2019-06-13 13:50:21.808,630.0,630.0
2019-06-13 13:50:22.760,870.0,870.0
2019-06-13 13:50:23.544,879.0,879.0
2019-06-13 13:50:24.272,680.0,680.0
2019-06-13 13:50:27.520,937.0,
2019-06-13 13:50:29.032,923.0,923.0
2019-06-13 13:50:29.760,771.0,771.0
2019-06-13 13:50:30.768,1066.0,
2019-06-13 13:50:31.552,620.0,620.0
2019-06-13 13:50:34.016,1011.0,
2019-06-13 13:50:36.312,1093.0,
2019-06-13 13:50:38.552,806.0,806.0
2019-06-13 13:50:40.288,1175.0,
2019-06-13 13:50:41.520,659.0,659.0
2019-06-13 13:50:42.528,937.0,937.0
2019-06-13 13:50:45.272,511.0,
2019-06-13 13:50:46.280,1090.0,
2019-06-13 13:50:47.064,666.0,666.0
2019-06-13 13:50:48.800,1060.0,
2019-06-13 13:50:50.312,831.0,831.0
2019-06-13 13:50:51.264,992.0,
2019-06-13 13:50:51.768,651.0,651.0
2019-06-13 13:50:53.560,1128.0,
2019-06-13 13:50:54.288,606.0,606.0
2019-06-13 13:50:54.792,624.0,624.0
2019-06-13 13:50:56.024,1047.0,
2019-06-13 13:50:58.040,1013.0,
2019-06-13 13:50:58.768,597.0,597.0
2019-06-13 13:51:00.280,1066.0,
2019-06-13 13:51:03.528,472.0,472.0
2019-06-13 13:51:08.792,318.0,318.0
2019-06-13 13:51:25.760,373.0,373.0
2019-06-13 13:51:27.552,445.0,445.0
2019-06-13 13:51:28.560,578.0,578.0
2019-06-13 13:51:29.064,650.0,650.0
2019-06-13 13:51:30.296,587.0,587.0
2019-06-13 13:51:32.760,641.0,641.0
2019-06-13 13:51:34.552,545.0,545.0
2019-06-13 13:51:36.792,518.0,518.0
2019-06-13 13:51:37.520,548.0,548.0
2019-06-13 13:51:42.280,480.0,480.0
2019-06-13 13:51:43.064,466.0,466.0
2019-06-13 13:51:45.304,358.0,358.0
2019-06-13 13:51:55.048,328.0,328.0
2019-06-13 13:51:57.512,341.0,341.0
2019-06-13 13:51:58.296,353.0,353.0
2019-06-13 13:51:59.304,372.0,372.0
2019-06-13 13:52:09.048,427.0,427.0
2019-06-13 13:52:13.024,360.0,360.0
