date,rr_raw,rr_avec
2019-06-13 13:46:16,306,
2019-06-13 13:46:16,320,
2019-06-13 13:46:17,355,355.0
2019-06-13 13:46:17,383,383.0
2019-06-13 13:46:18,444,
2019-06-13 13:46:18,454,
2019-06-13 13:46:19,540,
2019-06-13 13:46:19,539,
2019-06-13 13:46:21,445,
2019-06-13 13:46:21,417,417.0
2019-06-13 13:46:21,400,400.0
2019-06-13 13:46:22,417,417.0
2019-06-13 13:46:22,421,421.0
2019-06-13 13:46:22,436,
2019-06-13 13:46:22,436,436.0
2019-06-13 13:46:23,407,407.0
2019-06-13 13:46:23,394,394.0
2019-06-13 13:46:23,382,382.0
2019-06-13 13:46:24,365,365.0
2019-06-13 13:46:24,339,
2019-06-13 13:46:24,321,
2019-06-13 13:46:25,316,
2019-06-13 13:46:25,310,
2019-06-13 13:46:25,314,
2019-06-13 13:46:26,352,
2019-06-13 13:46:26,385,385.0
2019-06-13 13:46:26,389,389.0
2019-06-13 13:46:27,401,401.0
2019-06-13 13:46:27,419,419.0
2019-06-13 13:46:28,467,
2019-06-13 13:46:28,443,443.0
2019-06-13 13:46:29,432,432.0
2019-06-13 13:46:29,451,451.0
2019-06-13 13:46:31,442,442.0
2019-06-13 13:46:31,424,424.0
2019-06-13 13:46:31,435,435.0
2019-06-13 13:46:31,451,451.0
2019-06-13 13:46:31,433,433.0
2019-06-13 13:46:32,439,439.0
2019-06-13 13:46:32,496,
2019-06-13 13:46:33,510,
2019-06-13 13:46:33,518,
2019-06-13 13:46:34,527,
2019-06-13 13:46:34,485,
2019-06-13 13:46:35,480,
2019-06-13 13:46:35,456,456.0
2019-06-13 13:46:36,437,437.0
2019-06-13 13:46:36,415,415.0
2019-06-13 13:46:36,394,394.0
2019-06-13 13:46:37,383,383.0
2019-06-13 13:46:37,367,367.0
2019-06-13 13:46:37,347,
2019-06-13 13:46:38,344,
2019-06-13 13:46:38,332,
2019-06-13 13:46:38,321,
2019-06-13 13:46:39,316,
2019-06-13 13:46:39,309,
2019-06-13 13:46:39,303,
2019-06-13 13:46:40,303,
2019-06-13 13:46:40,302,
2019-06-13 13:46:40,324,
2019-06-13 13:46:41,406,406.0
2019-06-13 13:46:41,428,428.0
2019-06-13 13:46:42,439,439.0
2019-06-13 13:46:42,512,
2019-06-13 13:46:43,467,467.0
2019-06-13 13:46:43,441,441.0
2019-06-13 13:46:44,482,482.0
2019-06-13 13:46:44,489,489.0
2019-06-13 13:46:45,522,522.0
2019-06-13 13:46:45,541,541.0
2019-06-13 13:46:46,521,521.0
2019-06-13 13:46:46,520,520.0
2019-06-13 13:46:47,484,484.0
2019-06-13 13:46:47,494,494.0
2019-06-13 13:46:48,540,540.0
2019-06-13 13:46:48,601,601.0
2019-06-13 13:46:49,509,509.0
2019-06-13 13:46:49,484,484.0
2019-06-13 13:46:50,435,
2019-06-13 13:46:50,414,
2019-06-13 13:46:51,402,
2019-06-13 13:46:52,505,505.0
2019-06-13 13:46:52,684,684.0
2019-06-13 13:46:53,867,
2019-06-13 13:46:54,740,
2019-06-13 13:46:55,798,
2019-06-13 13:46:55,706,706.0
2019-06-13 13:46:56,643,643.0
2019-06-13 13:46:57,820,
2019-06-13 13:46:57,666,666.0
2019-06-13 13:46:58,743,
2019-06-13 13:46:59,609,609.0
2019-06-13 13:47:00,797,
2019-06-13 13:47:00,590,590.0
2019-06-13 13:47:01,746,746.0
2019-06-13 13:47:02,686,686.0
2019-06-13 13:47:02,603,603.0
2019-06-13 13:47:03,875,
2019-06-13 13:47:04,569,569.0
2019-06-13 13:47:04,597,597.0
2019-06-13 13:47:05,573,573.0
2019-06-13 13:47:06,645,645.0
2019-06-13 13:47:06,575,575.0
2019-06-13 13:47:07,843,
2019-06-13 13:47:07,636,636.0
2019-06-13 13:47:08,542,542.0
2019-06-13 13:47:08,529,529.0
2019-06-13 13:47:10,541,541.0
2019-06-13 13:47:10,619,619.0
2019-06-13 13:47:11,1029,
2019-06-13 13:47:12,630,630.0
2019-06-13 13:47:12,891,
2019-06-13 13:47:13,655,655.0
2019-06-13 13:47:14,699,699.0
2019-06-13 13:47:14,703,703.0
2019-06-13 13:47:15,726,726.0
2019-06-13 13:47:15,547,547.0
2019-06-13 13:47:16,482,482.0
2019-06-13 13:47:16,452,
2019-06-13 13:47:17,433,
2019-06-13 13:47:17,416,
2019-06-13 13:47:17,410,
2019-06-13 13:47:18,449,
2019-06-13 13:47:19,470,470.0
2019-06-13 13:47:19,545,545.0
2019-06-13 13:47:20,543,543.0
2019-06-13 13:47:21,574,574.0
2019-06-13 13:47:22,526,526.0
2019-06-13 13:47:22,1523,
2019-06-13 13:47:23,518,518.0
2019-06-13 13:47:23,487,487.0
2019-06-13 13:47:24,583,583.0
2019-06-13 13:47:25,612,612.0
2019-06-13 13:47:25,620,620.0
2019-06-13 13:47:26,589,589.0
2019-06-13 13:47:26,522,522.0
2019-06-13 13:47:27,564,564.0
2019-06-13 13:47:28,649,649.0
2019-06-13 13:47:28,622,622.0
2019-06-13 13:47:30,579,579.0
2019-06-13 13:47:30,564,564.0
2019-06-13 13:47:31,623,623.0
2019-06-13 13:47:31,594,594.0
2019-06-13 13:47:31,694,694.0
2019-06-13 13:47:32,551,551.0
2019-06-13 13:47:32,590,590.0
2019-06-13 13:47:33,543,543.0
2019-06-13 13:47:34,643,643.0
2019-06-13 13:47:34,570,570.0
2019-06-13 13:47:35,672,
2019-06-13 13:47:35,551,551.0
2019-06-13 13:47:36,608,608.0
2019-06-13 13:47:36,652,
2019-06-13 13:47:37,519,519.0
2019-06-13 13:47:38,551,551.0
2019-06-13 13:47:38,708,
2019-06-13 13:47:39,623,623.0
2019-06-13 13:47:40,587,587.0
2019-06-13 13:47:40,571,571.0
2019-06-13 13:47:41,587,587.0
2019-06-13 13:47:42,900,
2019-06-13 13:47:42,580,580.0
2019-06-13 13:47:43,642,
2019-06-13 13:47:43,579,579.0
2019-06-13 13:47:44,488,488.0
2019-06-13 13:47:44,454,454.0
2019-06-13 13:47:44,430,430.0
2019-06-13 13:47:45,409,
2019-06-13 13:47:45,389,
2019-06-13 13:47:46,375,
2019-06-13 13:47:46,362,
2019-06-13 13:47:46,361,
2019-06-13 13:47:47,351,
2019-06-13 13:47:47,377,377.0
2019-06-13 13:47:48,402,402.0
2019-06-13 13:47:48,408,408.0
2019-06-13 13:47:49,482,482.0
2019-06-13 13:47:49,654,
2019-06-13 13:47:50,598,
2019-06-13 13:47:50,515,515.0
2019-06-13 13:47:51,482,482.0
2019-06-13 13:47:51,447,447.0
2019-06-13 13:47:52,420,420.0
2019-06-13 13:47:52,403,403.0
2019-06-13 13:47:53,738,
2019-06-13 13:47:53,355,355.0
2019-06-13 13:47:53,339,339.0
2019-06-13 13:47:53,322,322.0
2019-06-13 13:47:54,308,308.0
2019-06-13 13:47:54,301,301.0
2019-06-13 13:47:54,293,293.0
2019-06-13 13:47:55,289,289.0
2019-06-13 13:47:55,284,284.0
2019-06-13 13:47:55,278,
2019-06-13 13:47:55,273,
2019-06-13 13:47:56,277,
2019-06-13 13:47:56,286,286.0
2019-06-13 13:47:56,297,297.0
2019-06-13 13:47:57,292,292.0
2019-06-13 13:47:57,303,303.0
2019-06-13 13:47:57,299,299.0
2019-06-13 13:47:57,301,301.0
2019-06-13 13:47:58,299,299.0
2019-06-13 13:47:58,297,297.0
2019-06-13 13:47:58,305,305.0
2019-06-13 13:47:59,299,299.0
2019-06-13 13:47:59,306,306.0
2019-06-13 13:47:59,311,311.0
2019-06-13 13:48:00,357,357.0
2019-06-13 13:48:00,368,368.0
2019-06-13 13:48:01,370,370.0
2019-06-13 13:48:01,356,356.0
2019-06-13 13:48:01,339,339.0
2019-06-13 13:48:02,318,318.0
2019-06-13 13:48:02,324,324.0
2019-06-13 13:48:02,322,322.0
2019-06-13 13:48:03,327,327.0
2019-06-13 13:48:03,345,345.0
2019-06-13 13:48:03,367,367.0
2019-06-13 13:48:04,412,412.0
2019-06-13 13:48:04,382,382.0
2019-06-13 13:48:05,387,387.0
2019-06-13 13:48:05,387,387.0
2019-06-13 13:48:05,400,400.0
2019-06-13 13:48:06,411,411.0
2019-06-13 13:48:06,411,411.0
2019-06-13 13:48:07,436,436.0
2019-06-13 13:48:07,458,458.0
2019-06-13 13:48:08,504,
2019-06-13 13:48:08,512,
2019-06-13 13:48:09,527,
2019-06-13 13:48:09,579,
2019-06-13 13:48:10,482,482.0
2019-06-13 13:48:10,450,450.0
2019-06-13 13:48:12,429,429.0
2019-06-13 13:48:12,419,419.0
2019-06-13 13:48:12,433,433.0
2019-06-13 13:48:12,468,468.0
2019-06-13 13:48:12,508,508.0
2019-06-13 13:48:13,460,460.0
2019-06-13 13:48:13,446,446.0
2019-06-13 13:48:14,437,437.0
2019-06-13 13:48:14,437,437.0
2019-06-13 13:48:15,435,435.0
2019-06-13 13:48:15,459,459.0
2019-06-13 13:48:16,467,467.0
2019-06-13 13:48:16,531,
2019-06-13 13:48:17,574,
2019-06-13 13:48:18,625,
2019-06-13 13:48:18,623,
2019-06-13 13:48:19,664,
2019-06-13 13:48:19,538,
2019-06-13 13:48:20,502,502.0
2019-06-13 13:48:20,464,464.0
2019-06-13 13:48:20,435,435.0
2019-06-13 13:48:21,415,415.0
2019-06-13 13:48:21,411,411.0
2019-06-13 13:48:22,413,413.0
2019-06-13 13:48:22,422,422.0
2019-06-13 13:48:23,420,420.0
2019-06-13 13:48:23,425,425.0
2019-06-13 13:48:23,421,421.0
2019-06-13 13:48:24,407,407.0
2019-06-13 13:48:24,403,403.0
2019-06-13 13:48:25,405,405.0
2019-06-13 13:48:25,401,401.0
2019-06-13 13:48:25,395,395.0
2019-06-13 13:48:26,377,377.0
2019-06-13 13:48:26,367,367.0
2019-06-13 13:48:26,377,377.0
2019-06-13 13:48:27,381,381.0
2019-06-13 13:48:27,380,380.0
2019-06-13 13:48:28,384,384.0
2019-06-13 13:48:28,387,387.0
2019-06-13 13:48:28,391,391.0
2019-06-13 13:48:29,388,388.0
2019-06-13 13:48:29,388,388.0
2019-06-13 13:48:30,389,389.0
2019-06-13 13:48:30,378,378.0
2019-06-13 13:48:30,367,367.0
2019-06-13 13:48:31,357,357.0
2019-06-13 13:48:31,346,346.0
2019-06-13 13:48:31,342,342.0
2019-06-13 13:48:32,331,
2019-06-13 13:48:32,329,
2019-06-13 13:48:32,323,
2019-06-13 13:48:33,322,
2019-06-13 13:48:33,330,
2019-06-13 13:48:33,330,
2019-06-13 13:48:34,323,
2019-06-13 13:48:34,321,
2019-06-13 13:48:34,321,
2019-06-13 13:48:34,319,
2019-06-13 13:48:35,317,
2019-06-13 13:48:35,319,
2019-06-13 13:48:35,324,
2019-06-13 13:48:36,331,
2019-06-13 13:48:36,363,363.0
2019-06-13 13:48:37,394,394.0
2019-06-13 13:48:37,437,437.0
2019-06-13 13:48:38,423,423.0
2019-06-13 13:48:38,458,458.0
2019-06-13 13:48:39,498,
2019-06-13 13:48:39,502,
2019-06-13 13:48:40,470,470.0
2019-06-13 13:48:40,511,511.0
2019-06-13 13:48:41,452,452.0
2019-06-13 13:48:41,436,436.0
2019-06-13 13:48:41,427,427.0
2019-06-13 13:48:42,419,419.0
2019-06-13 13:48:42,456,456.0
2019-06-13 13:48:43,437,437.0
2019-06-13 13:48:43,420,420.0
2019-06-13 13:48:43,416,416.0
2019-06-13 13:48:44,416,416.0
2019-06-13 13:48:44,415,415.0
2019-06-13 13:48:45,429,429.0
2019-06-13 13:48:46,537,537.0
2019-06-13 13:48:46,511,511.0
2019-06-13 13:48:47,540,540.0
2019-06-13 13:48:47,493,493.0
2019-06-13 13:48:48,761,
2019-06-13 13:48:49,685,
2019-06-13 13:48:49,581,
2019-06-13 13:48:50,625,
2019-06-13 13:48:50,620,
2019-06-13 13:48:51,519,519.0
2019-06-13 13:48:51,470,470.0
2019-06-13 13:48:52,454,454.0
2019-06-13 13:48:52,433,433.0
2019-06-13 13:48:52,437,437.0
2019-06-13 13:48:53,439,439.0
2019-06-13 13:48:53,424,
2019-06-13 13:48:54,414,
2019-06-13 13:48:54,409,
2019-06-13 13:48:55,412,
2019-06-13 13:48:55,436,
2019-06-13 13:48:56,456,456.0
2019-06-13 13:48:56,478,478.0
2019-06-13 13:48:57,533,533.0
2019-06-13 13:48:57,586,586.0
2019-06-13 13:48:58,626,626.0
2019-06-13 13:48:59,664,
2019-06-13 13:48:59,539,539.0
2019-06-13 13:49:00,721,
2019-06-13 13:49:00,491,491.0
2019-06-13 13:49:01,453,453.0
2019-06-13 13:49:01,433,
2019-06-13 13:49:02,433,
2019-06-13 13:49:02,474,474.0
2019-06-13 13:49:03,594,594.0
2019-06-13 13:49:03,561,561.0
2019-06-13 13:49:04,588,588.0
2019-06-13 13:49:05,633,633.0
2019-06-13 13:49:06,519,519.0
2019-06-13 13:49:07,909,
2019-06-13 13:49:07,966,
2019-06-13 13:49:08,723,
2019-06-13 13:49:08,708,708.0
2019-06-13 13:49:09,626,626.0
2019-06-13 13:49:09,559,559.0
2019-06-13 13:49:10,532,532.0
2019-06-13 13:49:11,522,522.0
2019-06-13 13:49:11,533,533.0
2019-06-13 13:49:12,553,553.0
2019-06-13 13:49:12,596,596.0
2019-06-13 13:49:13,600,600.0
2019-06-13 13:49:14,600,600.0
2019-06-13 13:49:14,629,629.0
2019-06-13 13:49:15,528,528.0
2019-06-13 13:49:16,858,
2019-06-13 13:49:16,521,521.0
2019-06-13 13:49:17,898,
2019-06-13 13:49:18,515,515.0
2019-06-13 13:49:18,885,
2019-06-13 13:49:19,763,
2019-06-13 13:49:19,540,540.0
2019-06-13 13:49:20,540,540.0
2019-06-13 13:49:20,309,
2019-06-13 13:49:21,509,509.0
2019-06-13 13:49:21,439,
2019-06-13 13:49:23,471,
2019-06-13 13:49:23,500,500.0
2019-06-13 13:49:23,482,
2019-06-13 13:49:23,487,
2019-06-13 13:49:24,490,
2019-06-13 13:49:24,499,
2019-06-13 13:49:25,549,549.0
2019-06-13 13:49:26,652,652.0
2019-06-13 13:49:26,689,689.0
2019-06-13 13:49:27,646,646.0
2019-06-13 13:49:28,483,
2019-06-13 13:49:29,914,
2019-06-13 13:49:29,484,
2019-06-13 13:49:30,931,
2019-06-13 13:49:30,474,
2019-06-13 13:49:31,924,
2019-06-13 13:49:32,496,
2019-06-13 13:49:33,862,
2019-06-13 13:49:35,857,
2019-06-13 13:49:35,887,
2019-06-13 13:49:36,808,808.0
2019-06-13 13:49:36,621,621.0
2019-06-13 13:49:37,884,
2019-06-13 13:49:38,663,663.0
2019-06-13 13:49:39,871,
2019-06-13 13:49:40,868,
2019-06-13 13:49:40,733,733.0
2019-06-13 13:49:41,983,
2019-06-13 13:49:42,644,644.0
2019-06-13 13:49:42,970,
2019-06-13 13:49:43,658,658.0
2019-06-13 13:49:44,666,666.0
2019-06-13 13:49:45,785,785.0
2019-06-13 13:49:45,902,
2019-06-13 13:49:46,635,635.0
2019-06-13 13:49:47,712,712.0
2019-06-13 13:49:47,569,569.0
2019-06-13 13:49:48,665,665.0
2019-06-13 13:49:49,674,674.0
2019-06-13 13:49:49,607,607.0
2019-06-13 13:49:50,557,557.0
2019-06-13 13:49:50,577,577.0
2019-06-13 13:49:51,607,607.0
2019-06-13 13:49:52,659,659.0
2019-06-13 13:49:52,613,613.0
2019-06-13 13:49:53,600,600.0
2019-06-13 13:49:54,662,662.0
2019-06-13 13:49:54,720,
2019-06-13 13:49:54,552,552.0
2019-06-13 13:49:55,488,488.0
2019-06-13 13:49:55,448,448.0
2019-06-13 13:49:56,425,425.0
2019-06-13 13:49:56,407,407.0
2019-06-13 13:49:56,409,409.0
2019-06-13 13:49:57,398,398.0
2019-06-13 13:49:57,388,388.0
2019-06-13 13:49:58,382,382.0
2019-06-13 13:49:58,362,362.0
2019-06-13 13:49:58,353,353.0
2019-06-13 13:49:59,336,336.0
2019-06-13 13:49:59,329,329.0
2019-06-13 13:49:59,318,318.0
2019-06-13 13:49:59,308,308.0
2019-06-13 13:50:00,304,304.0
2019-06-13 13:50:00,297,297.0
2019-06-13 13:50:00,291,291.0
2019-06-13 13:50:01,289,289.0
2019-06-13 13:50:01,286,286.0
2019-06-13 13:50:01,283,283.0
2019-06-13 13:50:01,277,277.0
2019-06-13 13:50:02,278,278.0
2019-06-13 13:50:02,278,278.0
2019-06-13 13:50:02,275,275.0
2019-06-13 13:50:03,272,272.0
2019-06-13 13:50:03,269,269.0
2019-06-13 13:50:03,268,268.0
2019-06-13 13:50:03,270,270.0
2019-06-13 13:50:04,268,
2019-06-13 13:50:04,265,
2019-06-13 13:50:04,265,
2019-06-13 13:50:04,264,
2019-06-13 13:50:05,262,
2019-06-13 13:50:05,260,
2019-06-13 13:50:05,261,
2019-06-13 13:50:05,262,
2019-06-13 13:50:06,265,
2019-06-13 13:50:06,266,
2019-06-13 13:50:06,278,278.0
2019-06-13 13:50:07,286,286.0
2019-06-13 13:50:07,291,291.0
2019-06-13 13:50:07,294,294.0
2019-06-13 13:50:08,299,299.0
2019-06-13 13:50:08,315,315.0
2019-06-13 13:50:08,309,309.0
2019-06-13 13:50:08,298,298.0
2019-06-13 13:50:09,300,300.0
2019-06-13 13:50:09,291,291.0
2019-06-13 13:50:09,287,287.0
2019-06-13 13:50:10,286,286.0
2019-06-13 13:50:10,284,284.0
2019-06-13 13:50:10,286,286.0
2019-06-13 13:50:10,285,285.0
2019-06-13 13:50:11,282,282.0
2019-06-13 13:50:11,275,
2019-06-13 13:50:11,275,
2019-06-13 13:50:12,281,
2019-06-13 13:50:12,285,
2019-06-13 13:50:13,370,370.0
2019-06-13 13:50:13,388,388.0
2019-06-13 13:50:15,439,439.0
2019-06-13 13:50:15,553,553.0
2019-06-13 13:50:16,539,539.0
2019-06-13 13:50:16,511,511.0
2019-06-13 13:50:17,540,540.0
2019-06-13 13:50:17,551,551.0
2019-06-13 13:50:17,562,562.0
2019-06-13 13:50:18,568,568.0
2019-06-13 13:50:18,599,599.0
2019-06-13 13:50:20,603,603.0
2019-06-13 13:50:20,574,574.0
2019-06-13 13:50:21,565,565.0
2019-06-13 13:50:21,660,660.0
2019-06-13 13:50:23,783,
2019-06-13 13:50:23,667,667.0
2019-06-13 13:50:24,903,
2019-06-13 13:50:25,486,
2019-06-13 13:50:25,967,
2019-06-13 13:50:25,753,753.0
2019-06-13 13:50:26,630,630.0
2019-06-13 13:50:27,869,
2019-06-13 13:50:27,878,
2019-06-13 13:50:28,680,680.0
2019-06-13 13:50:29,562,
2019-06-13 13:50:29,538,
2019-06-13 13:50:30,603,603.0
2019-06-13 13:50:31,587,
2019-06-13 13:50:32,936,
2019-06-13 13:50:33,674,674.0
2019-06-13 13:50:34,922,
2019-06-13 13:50:34,771,771.0
2019-06-13 13:50:35,1066,
2019-06-13 13:50:36,619,619.0
2019-06-13 13:50:37,875,875.0
2019-06-13 13:50:37,599,599.0
2019-06-13 13:50:38,1010,
2019-06-13 13:50:40,673,673.0
2019-06-13 13:50:40,613,613.0
2019-06-13 13:50:41,1093,
2019-06-13 13:50:41,612,612.0
2019-06-13 13:50:42,780,780.0
2019-06-13 13:50:43,806,806.0
2019-06-13 13:50:44,604,604.0
2019-06-13 13:50:44,1174,
2019-06-13 13:50:45,625,625.0
2019-06-13 13:50:46,659,659.0
2019-06-13 13:50:46,936,
2019-06-13 13:50:47,579,
2019-06-13 13:50:47,497,
2019-06-13 13:50:48,488,
2019-06-13 13:50:49,512,
2019-06-13 13:50:50,510,
2019-06-13 13:50:50,1089,
2019-06-13 13:50:51,665,665.0
2019-06-13 13:50:52,743,743.0
2019-06-13 13:50:53,1060,
2019-06-13 13:50:54,658,658.0
2019-06-13 13:50:55,831,831.0
2019-06-13 13:50:55,992,
2019-06-13 13:50:56,650,650.0
2019-06-13 13:50:57,666,666.0
2019-06-13 13:50:58,1126,
2019-06-13 13:51:00,605,605.0
2019-06-13 13:51:00,624,624.0
2019-06-13 13:51:00,1047,
2019-06-13 13:51:01,589,589.0
2019-06-13 13:51:01,553,553.0
2019-06-13 13:51:02,1013,
2019-06-13 13:51:03,596,596.0
2019-06-13 13:51:04,644,644.0
2019-06-13 13:51:04,1065,
2019-06-13 13:51:05,582,582.0
2019-06-13 13:51:05,530,530.0
2019-06-13 13:51:06,521,521.0
2019-06-13 13:51:06,485,485.0
2019-06-13 13:51:07,466,466.0
2019-06-13 13:51:07,471,471.0
2019-06-13 13:51:07,456,456.0
2019-06-13 13:51:08,441,441.0
2019-06-13 13:51:08,436,436.0
2019-06-13 13:51:09,425,425.0
2019-06-13 13:51:09,407,407.0
2019-06-13 13:51:09,385,385.0
2019-06-13 13:51:10,374,374.0
2019-06-13 13:51:10,359,359.0
2019-06-13 13:51:10,347,347.0
2019-06-13 13:51:11,339,339.0
2019-06-13 13:51:11,330,330.0
2019-06-13 13:51:11,324,324.0
2019-06-13 13:51:12,323,323.0
2019-06-13 13:51:12,318,318.0
2019-06-13 13:51:12,314,314.0
2019-06-13 13:51:13,322,322.0
2019-06-13 13:51:13,313,313.0
2019-06-13 13:51:13,319,319.0
2019-06-13 13:51:14,312,312.0
2019-06-13 13:51:14,330,330.0
2019-06-13 13:51:14,321,321.0
2019-06-13 13:51:15,321,321.0
2019-06-13 13:51:15,317,317.0
2019-06-13 13:51:15,326,326.0
2019-06-13 13:51:16,315,315.0
2019-06-13 13:51:16,312,312.0
2019-06-13 13:51:16,309,309.0
2019-06-13 13:51:16,308,308.0
2019-06-13 13:51:17,302,302.0
2019-06-13 13:51:17,300,300.0
2019-06-13 13:51:17,300,300.0
2019-06-13 13:51:18,297,297.0
2019-06-13 13:51:18,299,299.0
2019-06-13 13:51:18,297,297.0
2019-06-13 13:51:19,296,296.0
2019-06-13 13:51:19,295,
2019-06-13 13:51:19,296,296.0
2019-06-13 13:51:19,294,
2019-06-13 13:51:20,293,
2019-06-13 13:51:20,292,
2019-06-13 13:51:20,295,
2019-06-13 13:51:21,292,
2019-06-13 13:51:21,292,292.0
2019-06-13 13:51:21,299,299.0
2019-06-13 13:51:22,296,296.0
2019-06-13 13:51:22,297,297.0
2019-06-13 13:51:22,296,296.0
2019-06-13 13:51:22,295,295.0
2019-06-13 13:51:23,294,294.0
2019-06-13 13:51:23,294,294.0
2019-06-13 13:51:23,298,298.0
2019-06-13 13:51:24,302,302.0
2019-06-13 13:51:24,300,300.0
2019-06-13 13:51:24,310,310.0
2019-06-13 13:51:25,316,316.0
2019-06-13 13:51:25,313,313.0
2019-06-13 13:51:25,304,304.0
2019-06-13 13:51:25,303,303.0
2019-06-13 13:51:26,308,308.0
2019-06-13 13:51:26,331,331.0
2019-06-13 13:51:27,376,376.0
2019-06-13 13:51:27,382,382.0
2019-06-13 13:51:27,385,385.0
2019-06-13 13:51:28,390,390.0
2019-06-13 13:51:28,390,390.0
2019-06-13 13:51:29,374,374.0
2019-06-13 13:51:29,379,379.0
2019-06-13 13:51:29,373,373.0
2019-06-13 13:51:30,369,369.0
2019-06-13 13:51:30,396,396.0
2019-06-13 13:51:31,404,404.0
2019-06-13 13:51:31,444,444.0
2019-06-13 13:51:32,492,492.0
2019-06-13 13:51:32,578,
2019-06-13 13:51:33,649,
2019-06-13 13:51:34,570,
2019-06-13 13:51:34,586,
2019-06-13 13:51:35,612,
2019-06-13 13:51:35,620,
2019-06-13 13:51:36,574,
2019-06-13 13:51:37,641,
2019-06-13 13:51:37,537,537.0
2019-06-13 13:51:38,570,
2019-06-13 13:51:38,544,544.0
2019-06-13 13:51:39,504,504.0
2019-06-13 13:51:39,468,468.0
2019-06-13 13:51:40,458,458.0
2019-06-13 13:51:40,501,501.0
2019-06-13 13:51:41,517,517.0
2019-06-13 13:51:41,547,547.0
2019-06-13 13:51:42,569,
2019-06-13 13:51:42,528,528.0
2019-06-13 13:51:43,487,487.0
2019-06-13 13:51:43,460,460.0
2019-06-13 13:51:44,449,449.0
2019-06-13 13:51:44,434,434.0
2019-06-13 13:51:44,437,437.0
2019-06-13 13:51:45,465,465.0
2019-06-13 13:51:45,458,458.0
2019-06-13 13:51:46,479,479.0
2019-06-13 13:51:46,500,500.0
2019-06-13 13:51:47,465,465.0
2019-06-13 13:51:47,450,450.0
2019-06-13 13:51:48,425,425.0
2019-06-13 13:51:48,403,403.0
2019-06-13 13:51:48,382,382.0
2019-06-13 13:51:49,358,358.0
2019-06-13 13:51:49,346,346.0
2019-06-13 13:51:49,334,
2019-06-13 13:51:50,333,
2019-06-13 13:51:50,333,
2019-06-13 13:51:50,342,342.0
2019-06-13 13:51:51,343,343.0
2019-06-13 13:51:51,358,358.0
2019-06-13 13:51:51,355,355.0
2019-06-13 13:51:52,360,360.0
2019-06-13 13:51:52,368,368.0
2019-06-13 13:51:52,359,359.0
2019-06-13 13:51:53,346,346.0
2019-06-13 13:51:53,343,343.0
2019-06-13 13:51:53,333,333.0
2019-06-13 13:51:54,335,335.0
2019-06-13 13:51:54,329,329.0
2019-06-13 13:51:54,328,328.0
2019-06-13 13:51:55,320,
2019-06-13 13:51:55,322,322.0
2019-06-13 13:51:55,322,322.0
2019-06-13 13:51:56,316,
2019-06-13 13:51:56,313,
2019-06-13 13:51:56,315,
2019-06-13 13:51:57,313,
2019-06-13 13:51:57,307,
2019-06-13 13:51:57,314,
2019-06-13 13:51:58,313,
2019-06-13 13:51:58,314,
2019-06-13 13:51:58,316,
2019-06-13 13:51:59,328,328.0
2019-06-13 13:51:59,331,331.0
2019-06-13 13:51:59,320,
2019-06-13 13:52:00,332,332.0
2019-06-13 13:52:00,347,347.0
2019-06-13 13:52:00,358,358.0
2019-06-13 13:52:01,351,351.0
2019-06-13 13:52:01,341,341.0
2019-06-13 13:52:01,344,344.0
2019-06-13 13:52:02,352,352.0
2019-06-13 13:52:02,344,344.0
2019-06-13 13:52:02,359,359.0
2019-06-13 13:52:03,372,372.0
2019-06-13 13:52:03,386,386.0
2019-06-13 13:52:04,386,386.0
2019-06-13 13:52:04,406,
2019-06-13 13:52:04,400,400.0
2019-06-13 13:52:05,411,
2019-06-13 13:52:05,423,
2019-06-13 13:52:06,413,
2019-06-13 13:52:06,422,
2019-06-13 13:52:06,409,409.0
2019-06-13 13:52:07,406,406.0
2019-06-13 13:52:07,400,400.0
2019-06-13 13:52:08,397,397.0
2019-06-13 13:52:08,387,387.0
2019-06-13 13:52:08,378,378.0
2019-06-13 13:52:09,375,375.0
2019-06-13 13:52:09,374,374.0
2019-06-13 13:52:10,382,382.0
2019-06-13 13:52:10,397,397.0
2019-06-13 13:52:10,412,412.0
2019-06-13 13:52:11,423,423.0
2019-06-13 13:52:11,435,435.0
2019-06-13 13:52:12,421,421.0
2019-06-13 13:52:12,419,419.0
2019-06-13 13:52:13,427,427.0
2019-06-13 13:52:13,423,423.0
2019-06-13 13:52:13,416,416.0
2019-06-13 13:52:14,414,414.0
2019-06-13 13:52:14,409,409.0
2019-06-13 13:52:15,400,400.0
2019-06-13 13:52:15,393,393.0
2019-06-13 13:52:15,392,392.0
