Timestamp,HR,BR,Temp,Posture,Activity,Acceleration,Battery,BRAmplitude,ECGAmplitude,ECGNoise,XMin,XPeak,YMin,YPeak,ZMin,ZPeak
2019-06-13 13:51:25.440,168,13.6,-3276.8,93,0.16,0.54,4.15,65.0,0.0056,0.00042,-0.22,0.48,-0.48,0.13,-1.28,-0.5
2019-06-13 13:51:26.440,158,14.1,-3276.8,91,0.12,0.28,4.15,60.0,0.00558,0.0004,-0.15,0.31,-0.49,-0.13,-1.09,-0.72
2019-06-13 13:51:27.440,151,14.1,-3276.8,89,0.11,0.21,4.15,53.0,0.00558,0.00032,-0.18,0.08,-0.53,-0.21,-1.08,-0.75
2019-06-13 13:51:28.440,146,14.5,-3276.8,87,0.08,0.18,4.15,48.0,0.00778,0.00028,-0.16,0.02,-0.49,-0.25,-1.0,-0.77
2019-06-13 13:51:29.440,143,14.5,-3276.8,87,0.07,0.15,4.15,45.0,0.00778,0.0002,-0.16,0.04,-0.48,-0.25,-1.02,-0.75
2019-06-13 13:51:30.440,135,14.9,-3276.8,87,0.07,0.13,4.15,41.0,0.00708,0.00014,-0.16,0.01,-0.5,-0.32,-0.95,-0.77
2019-06-13 13:51:31.440,119,14.9,-3276.8,88,0.12,0.21,4.15,38.0,0.00708,0.00014,-0.18,0.15,-0.49,-0.19,-1.02,-0.77
2019-06-13 13:51:32.440,107,15.4,-3276.8,88,0.09,0.21,4.15,35.0,0.00692,0.00012,-0.13,0.15,-0.42,-0.12,-1.0,-0.77
2019-06-13 13:51:33.440,103,15.4,-3276.8,87,0.08,0.16,4.15,33.0,0.00692,0.00014,-0.16,0.13,-0.43,-0.21,-1.04,-0.81
2019-06-13 13:51:34.440,105,15.8,-3276.8,89,0.18,0.25,4.15,31.0,0.00702,0.00016,-0.28,0.2,-0.48,-0.1,-1.07,-0.79
2019-06-13 13:51:35.440,110,15.8,-3276.8,89,0.13,0.5,4.15,30.0,0.00702,0.00016,-0.26,0.33,-0.56,-0.1,-1.22,-0.56
2019-06-13 13:51:36.440,113,16.3,-3276.8,88,0.1,0.18,4.15,27.0,0.00704,0.00018,-0.15,0.06,-0.51,-0.21,-1.0,-0.77
2019-06-13 13:51:37.440,112,16.3,-3276.8,89,0.13,0.19,4.15,24.0,0.00704,0.00018,-0.18,0.12,-0.56,-0.28,-1.04,-0.77
2019-06-13 13:51:38.440,114,16.9,-3276.8,92,0.33,0.49,4.15,24.0,0.00692,0.0002,-0.19,0.32,-0.49,0.12,-1.39,-0.57
2019-06-13 13:51:39.440,119,16.9,-3276.8,91,0.29,0.63,4.15,26.0,0.00692,0.00022,-0.4,0.57,-0.72,0.08,-1.31,-0.4
2019-06-13 13:51:40.440,124,17.4,-3276.8,92,0.23,0.43,4.15,26.0,0.00704,0.00022,-0.33,0.48,-0.61,-0.08,-1.14,-0.61
2019-06-13 13:51:41.440,128,17.4,-3276.8,94,0.32,0.56,4.15,24.0,0.00704,0.00028,-0.37,0.65,-0.61,0.07,-1.19,-0.46
2019-06-13 13:51:42.440,127,17.8,-3276.8,101,0.41,1.01,4.15,41.0,0.00678,0.00028,-0.15,1.09,-0.89,-0.02,-1.27,-0.21
2019-06-13 13:51:43.440,132,17.8,-3276.8,98,0.58,0.79,4.15,56.0,0.00678,0.0003,-0.45,0.68,-0.89,-0.1,-1.6,-0.22
2019-06-13 13:51:44.440,137,18.2,-3276.8,96,0.79,1.33,4.15,52.0,0.00704,0.00036,-1.07,1.42,-1.43,0.07,-1.86,0.26
2019-06-13 13:51:45.440,143,18.2,-3276.8,95,0.79,1.53,4.15,48.0,0.00704,0.00038,-0.97,1.43,-1.13,0.13,-1.85,-0.06
2019-06-13 13:51:46.440,159,18.5,-3276.8,93,0.72,1.36,4.15,51.0,0.00712,0.00038,-0.75,1.27,-1.18,0.18,-1.83,0.12
2019-06-13 13:51:47.440,164,18.5,-3276.8,93,0.64,1.24,4.15,53.0,0.00712,0.00038,-0.73,1.31,-1.16,0.1,-1.61,0.33
2019-06-13 13:51:48.440,165,18.9,-3276.8,94,0.68,1.02,4.15,48.0,0.0072,0.00036,-0.78,0.87,-0.92,0.15,-1.55,0.1
2019-06-13 13:51:49.440,171,18.9,-3276.8,92,0.67,1.15,4.15,43.0,0.0072,0.0004,-0.83,1.01,-0.97,0.16,-1.65,0.22
2019-06-13 13:51:50.440,177,19.3,-3276.8,91,0.68,1.43,4.15,40.0,0.0072,0.00038,-0.61,1.55,-0.91,0.14,-1.83,0.15
2019-06-13 13:51:51.440,182,19.3,-3276.8,92,0.69,1.19,4.15,37.0,0.0072,0.00038,-0.74,1.2,-1.0,0.14,-1.55,0.19
2019-06-13 13:51:52.440,187,20.2,-3276.8,91,0.69,1.38,4.15,33.0,0.00712,0.00036,-0.84,1.22,-1.08,0.2,-1.69,0.1
2019-06-13 13:51:53.440,190,20.2,-3276.8,88,0.62,1.01,4.15,33.0,0.00712,0.00036,-0.74,1.06,-0.97,0.33,-1.6,-0.02
2019-06-13 13:51:54.440,188,21.0,-3276.8,89,0.7,1.09,4.15,32.0,0.00702,0.00038,-0.74,0.97,-1.0,0.22,-1.71,0.12
2019-06-13 13:51:55.440,184,21.0,-3276.8,91,0.71,1.66,4.15,34.0,0.00702,0.00036,-0.8,1.51,-1.37,0.21,-1.91,0.19
2019-06-13 13:51:56.440,176,21.8,-3276.8,91,0.65,1.27,4.15,39.0,0.00732,0.00036,-0.8,1.3,-0.85,0.09,-1.92,0.22
2019-06-13 13:51:57.440,175,21.8,-3276.8,90,0.57,1.13,4.15,37.0,0.00732,0.0004,-0.56,0.83,-0.97,0.42,-2.0,-0.06
2019-06-13 13:51:58.440,172,22.4,-3276.8,92,0.6,1.08,4.15,38.0,0.00732,0.00038,-0.72,1.0,-0.8,0.09,-1.72,-0.01
2019-06-13 13:51:59.440,164,22.4,-3276.8,91,0.39,1.21,4.15,39.0,0.00732,0.00038,-0.48,1.16,-0.81,0.15,-1.42,-0.03
2019-06-13 13:52:00.440,157,23.0,-3276.8,91,0.32,0.8,4.15,39.0,0.00752,0.0004,-0.43,0.54,-0.91,-0.04,-1.33,-0.24
2019-06-13 13:52:01.440,151,23.0,-3276.8,92,0.53,0.96,4.15,35.0,0.00752,0.00036,-0.83,0.92,-1.02,-0.09,-1.49,-0.33
2019-06-13 13:52:02.440,147,23.5,-3276.8,92,0.51,1.13,4.15,33.0,0.0074,0.00034,-0.89,0.86,-1.14,-0.08,-1.73,-0.32
2019-06-13 13:52:03.440,148,23.5,-3276.8,93,0.32,1.09,4.15,31.0,0.0074,0.00036,-0.62,1.16,-1.12,0.01,-1.43,-0.56
2019-06-13 13:52:04.440,153,24.1,-3276.8,93,0.37,0.85,4.15,30.0,0.00754,0.00036,-0.75,0.75,-0.63,-0.01,-1.3,-0.36
2019-06-13 13:52:05.440,156,24.1,-3276.8,93,0.31,0.66,4.15,29.0,0.00754,0.00036,-0.46,0.66,-0.77,-0.13,-1.3,-0.45
2019-06-13 13:52:06.440,152,24.6,-3276.8,92,0.22,0.55,4.15,28.0,0.00772,0.00034,-0.43,0.54,-0.8,-0.18,-1.15,-0.49
2019-06-13 13:52:07.440,147,24.6,-3276.8,92,0.31,0.57,4.15,27.0,0.00772,0.00036,-0.53,0.53,-0.73,-0.04,-1.3,-0.48
2019-06-13 13:52:08.440,144,25.0,-3276.8,92,0.25,0.61,4.15,27.0,0.00772,0.00034,-0.42,0.54,-1.04,-0.08,-1.21,-0.57
2019-06-13 13:52:09.440,143,25.0,-3276.8,93,0.32,0.65,4.15,27.0,0.00772,0.00034,-0.55,0.63,-0.73,-0.1,-1.22,-0.51
2019-06-13 13:52:10.440,146,25.4,-3276.8,93,0.18,0.31,4.15,25.0,0.00762,0.00034,-0.25,0.31,-0.68,-0.16,-1.08,-0.59
2019-06-13 13:52:11.440,150,25.4,-3276.8,89,0.19,0.39,4.15,24.0,0.00762,0.00038,-0.31,0.2,-0.56,-0.19,-1.16,-0.46
2019-06-13 13:52:12.440,157,25.7,-3276.8,91,0.43,1.02,4.15,24.0,0.00784,0.0004,-0.81,0.91,-0.68,0.02,-1.54,-0.03
2019-06-13 13:52:13.440,164,25.7,-3276.8,92,0.5,1.03,4.15,58.0,0.00784,0.0004,-0.54,0.96,-1.0,0.09,-1.36,0.09
2019-06-13 13:52:14.440,170,26.0,-3276.8,93,0.44,0.91,4.15,60.0,0.00768,0.00042,-0.43,0.86,-0.86,-0.18,-1.61,0.03
